"company","stand","category","country"
"STEPCON CO., LTD.","C1-P78","PackagingTechAsia","THAILAND"
"STERIFLOW","C3-AV47","PhamaTechAsia","FRANCE"
"STERILINE S. R. L","C2-AC54","PhamaTechAsia","ITALY"
"STILMAS ( SHANGHAI) WATER TREATMENT SYSTEMS CO.,LTD.","C2-AC54","PhamaTechAsia","ITALY"
"STRAPACK CORPORATION","C2-W16","PackagingTechAsia","JAPAN"
"SUN RUBBER CO., LTD.","C1-Q22","PackagingTechAsia","TAIWAN"
"SUNINE TECHNOLOGIES PTE LTD","C1-D66","Coldchain,Logistics,Warehousing&FactoryAsia","SINGAPORE"
"SUNNEN TECHNOLOGY","C2-U28-1","PackagingTechAsia","CHINA"
"SUNPACK MODERN TECHNOLOGY CO.,LTD.","C1-N28","PackagingTechAsia","THAILAND"
"SUNRISE MATERIAL CO., LTD.","C1-N69","PackagingTechAsia","CHINA"
"SUNSTREAM INDUSTRIES (THAILAND) CO., LTD.","C2-AC17","PackagingTechAsia","THAILAND"
"SUNSWELL FILLING MACHINERY CO., LTD","C3-AY24","ProcessingTechAsia","CHINA"
"SUNTYECH PROCESS ENGINEERING (HANGZHOU)  CO., LTD.","C2-Y69","PackagingTechAsia","CHINA"
"SUPER AQUA INTERNATIONAL CO., LTD.","C2-AC57","PhamaTechAsia","TAIWAN"
"SUPER DRY CO., LTD.","C2-AJ79","DrinkTechAsia","THAILAND"
"SUPERVAC MASCHINENBAU GMBH","C3-AR04","ProcessingTechAsia","AUSTRIA"
"SUPPORT PACK CO., LTD.","C2-AE54-2","PhamaTechAsia","THAILAND"
"SUTTHIPHONG ENGINEERING CO., LTD.","C2-Z78","PackagingTechAsia","THAILAND"
"SUZHOU GRANDVOW TECHNOLOGY CO., LTD.","C2-AB82","PackagingTechAsia","CHINA"
"SUZHOU HILAS OPTO TECH CO.,LTD","C3-AZ26","ProcessingTechAsia","CHINA"
"SUZHOU JINGLE PACKAGING TECHNOLOGY CO LTD","C3-AZ33","ProcessingTechAsia","CHINA"
"SUZHOU LUYE PACKAGING TECHNOLOGY CO., LTD.","C3-AZ35","ProcessingTechAsia","CHINA"
"SVP PACKING INDUSTRY PVT. LTD.","C1-C32","PackagingTechAsia","INDIA"
"SWECO ASIA","C3-AN24","ProcessingTechAsia","SINGAPORE"
"SWENTECH (THAILAND) LTD.","C3-AR16","ProcessingTechAsia","THAILAND"
"SYNTEGON TECHNOLOGY GMBH","C2-S16","PackagingTechAsia","GERMANY"
"T.C.K. INTERNATIONAL CO., LTD.","C2-AH78","DrinkTechAsia","THAILAND"
"T.H. ENGINEERING & SERVICE CO., LTD.","C3-BA69","ProcessingTechAsia","THAILAND"
"T.S.K ENGINEERING CO.,LTD.","C3-AN66","ProcessingTechAsia","THAILAND"
"TAGHLEEF INDUSTRIES L.L.C","C2-S78","PackagingSolutionsAsia","UNITED ARAB EMIRATES"
"TAISEI LAMICK (THAILAND) CO., LTD.","C1-P54","PackagingTechAsia","THAILAND"
"TAISEI LAMICK ASIA (MALAYSIA) SDN.BHD.","C1-P54","PackagingTechAsia","MALAYSIA"
"TAISEI LAMICK CO.,LTD","C1-P54","PackagingTechAsia","JAPAN"
"TAIWAN BENEFIT COMPANY","C1-Q42","PackagingTechAsia","TAIWAN"
"TAIWAN EXTERNAL TRADE DEVELOPMENT COUNCIL (TAITRA)","C1-R16","PackagingTechAsia","TAIWAN"
"TAIWAN FOOD & PHARMACEUTICAL MACHINERY MANUFACTURERS' ASSN. (TFPMA)","C2-AB62","PhamaTechAsia","TAIWAN"
"TAIWAN HON CHUAN ENTERPRISE CO LTD","C1-Q16","PackagingTechAsia","TAIWAN"
"TAIWAN PLASTICS INDUSTRY ASSOCIATION (TTPIA)","C1-Q42","PackagingTechAsia","TAIWAN"
"TAIYO?TECHNOLEX?THAI","C2-Y04","PackagingTechAsia","THAILAND"
"TAIZHOU HUANGYAN HENGMEI TECH CO., LTD.","C1-M79","PackagingTechAsia","CHINA"
"TAKASAGO CO., LTD.","C1-P47","PackagingTechAsia","JAPAN"
"TAKASAGO CORPORATION","C1-P47","PackagingTechAsia","JAPAN"
"TAKEBISHI (THAILAND) CO.,LTD.","C2-Y04","PackagingTechAsia","THAILAND"
"TAL SOLUTIONS MIDDLE EAST FZCO","C2-AJ09","PackagingSolutionsAsia","UNITED ARAB EMIRATES"
"TALAY TECHNOLOGY COMPANY LIMITED","C3-AP28","ProcessingTechAsia","THAILAND"
"TANAKA KICO CO.,LTD","C3-AS66","ProcessingTechAsia","JAPAN"
"TAPFLO AB","C3-AM50","ProcessingTechAsia","SWEDEN"
"TAPRAJAN 2007 LIMITED. PARTNERSHIP","C1-B33","Digitalization","THAILAND"
"TARGET INDUSTRY COMPANY LIMITED","C1-L82","PackagingTechAsia","CHINA"
"TECHNOLOGY MEDIA CO.,LTD.","C1-AA52","N/A","THAILAND"
"TECHNOLOGY PROMOTION ASSOCIATION (THAILAND-JAPAN)","C3-AS55","N/A","THAILAND"
"TECHVISTA BY CPF","C1-AA02","Digitalization","THAILAND"
"TECNO PACK S.P.A.","C2-AJ09","PackagingSolutionsAsia","ITALY"
"TEKNI PLEX INDIA PRIVATE LIMITED","C1-D33","PackagingSolutionsAsia","INDIA"
"TEMA SINEGIE SPA","C2-AC54","PhamaTechAsia","ITALY"
"THAI BEVERAGE INDUSTRY ASSOCIATION","C2-AE80","N/A","THAILAND"
"THAI INNOVATIVE PRINTING TRADE ASSOCIATION (TINPA)","C2-AJ59","N/A","THAILAND"
"THAI INTERPLAS (168) CO., LTD.","C1-D24","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"THAI KK INDUSTRY CO., LTD.","C1-A24","Digitalization","THAILAND"
"THAI M PACK CO.,LTD.","C2-V42","PackagingTechAsia","THAILAND"
"THAI MECTECH CO., LTD.","C3-AL42","ProcessingTechAsia","THAILAND"
"THAI METAL PACKAGING ASSOCIATION (TMPA)","C2-FY115","N/A","THAILAND"
"THAI NICHIAS INTERNATIONAL CO., LTD.","C3-AN82","ProcessingTechAsia","THAILAND"
"THAI NOZATO CO.,LTD.","C3-AP66","ProcessingTechAsia","THAILAND"
"THAI PCS INTERNATIONAL","C3-BA67","ProcessingTechAsia","THAILAND"
"THAI POLYMER SUPPLY CO., LTD.","C3-AS28","ProcessingTechAsia","THAILAND"
"THAI PRASERT LABELS CO., LTD.","C1-A20","Coding,Marking&LabellingAsia","THAILAND"
"THAI REFRIGERATION ASSOCIATION (TRA)","C3-AR58","N/A","THAILAND"
"THAI SCALE CO., LTD.","C1-J54","PackagingSolutionsAsia","THAILAND"
"THAI SHINKONG INDUSTRY CORPORATION LTD.","C1-A19","PackagingSolutionsAsia","THAILAND"
"THAI UNION GRAPHIC","C1-B47","PackagingSolutionsAsia","THAILAND"
"THAI UNION MANUFACTURING CO., LTD.","C1-B47","PackagingSolutionsAsia","THAILAND"
"THAI VINYTER CO.,LTD.","C2-U50","PackagingTechAsia","THAILAND"
"THAI VISTA ENTERPRISE CO., LTD.","C3-BA73","ProcessingTechAsia","THAILAND"
"THAI ZHONGXING CUP CO., LTD.","C2-AA78","PackagingTechAsia","THAILAND"
"THAI-GERMAN INSTITUTE (TGI)","C3-AS58","N/A","THAILAND"
"THAILAND PRODUCTIVITY INSTITUTE (FTPI)","C2-AJ58","N/A","THAILAND"
"THAM RICH CORPORATION CO., LTD.","C1-D42","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"THANASARN INTER GROUP CO., LTD.","C1-AA10","Coding,Marking&LabellingAsia","THAILAND"
"THAVORN LABEL & RIBBON CO., LTD.","C1-A01","Digitalization","THAILAND"
"THE HILL BRUSH CO., LTD.","C3-BA13","ProcessingTechAsia","UK"
"THE JAPAN FOOD MACHINERY  MANUFACTURERS’ ASSOCIATION (FOOMA)","C3-AM12","ProcessingTechAsia","JAPAN"
"THE MIGHTY CO., LTD.","C2-AH84","Coding,Marking&LabellingAsia","THAILAND"
"THE WEALTH POWER SUPPLIES CO.,LTD","C3-AN62","ProcessingTechAsia","THAILAND"
"THEEGARTEN-PACTEC GMBH & CO. KG","C3-AL28","ProcessingTechAsia","GERMANY"
"THER LINE COMPANY LIMITED","C3-AQ79","PhamaTechAsia","THAILAND"
"THINK LABORATORY CO., LTD","C2-W42","PackagingTechAsia","JAPAN"
"THREEGROUP AEC PHARMA (THAILAND) COMPANY LIMITED","C2-AH58","PackagingSolutionsAsia","THAILAND"
"TIANJIN ENAK INTELLIGENT MACHINERY CO., LTD.","C2-AC67","PackagingTechAsia","CHINA"
"TIANJIN RUITAI PACKAGING MACHINERY CO., LTD.","C2-V28","PackagingTechAsia","CHINA"
"TIANLONG SUPER COLOR PACK CO., LTD","C1-S81","PackagingTechAsia","CHINA"
"TIE MACHINERY CO.,LTD.","C1-G11","Coding,Marking&LabellingAsia","CHINA"
"TIGER KAWASHIMA CO.,LTD.","C3-AL15","ProcessingTechAsia","JAPAN"
"TIGER RUN CO., LTD.","C2-W83","PackagingTechAsia","THAILAND"
"TMI - TECNICAS MECANICAS ILERDENSES S.L.","C1-J23","PackagingTechAsia","SPAIN"
"TN GROUP CORPORATION PUBLIC COMPANY LIMITED (STAND NO. C1-A46)","C1-A46","Digitalization","THAILAND"
"TN GROUP CORPORATION PUBLIC COMPANY LIMITED (STAND NO. C1-B12)","C1-B12","Digitalization","THAILAND"
"TNA SOLUTIONS PTY LIMITED","C1-G42","PackagingTechAsia","AUSTRALIA"
"TOAMEC CO., LTD.","C1-K22","PackagingSolutionsAsia","JAPAN"
"TOKIWA KOGYO CO., LTD.","C1-N28","PackagingTechAsia","JAPAN"
"TOKYO AUTOMATIC MACHINERY WORKS, LTD.","C1-N34","PackagingTechAsia","JAPAN"
"TOMCO AUTOMATIC MACHINERY CO., LTD.","C1-D62","Coding,Marking&LabellingAsia","THAILAND"
"TOMCO AUTOMATIC MACHINERY CO.,LTD.","C1-D54","Coding,Marking&LabellingAsia","THAILAND"
"TONGLING LEACHAN INTELLIGENT EQUIPMENT CO., LTD","C1-A08","PackagingTechAsia","CHINA"
"TOP MACHINE BROKERS SL","C2-AC22","DrinkTechAsia","SPAIN"
"TOPACK CO., LTD","C1-N42","PackagingTechAsia","JAPAN"
"TOPESOL NEW MATERIAL CO., LTD","C1-L28","PackagingSolutionsAsia","CHINA"
"TOPPAN FLEXIBLE PACKAGING (THAILAND) CO., LTD.","C1-L21","PackagingSolutionsAsia","THAILAND"
"TOPPAN INC.","C1-L21","PackagingSolutionsAsia","JAPAN"
"TOPTECH PRODUCTS AND SERVICE LTD.,PART.","C3-AU78","ProcessingTechAsia","THAILAND"
"TORQ PACKAGING S.R.L.","C2-X16","PackagingTechAsia","ITALY"
"TOSHIN ASIA CO., LTD.","C2-S28","PackagingTechAsia","THAILAND"
"TOSHIN CO.,LTD.","C2-S28","PackagingTechAsia","JAPAN"
"TOZAI-TSUSHO CHEMICAL 2012 CO., LTD","C3-AQ82","ProcessingTechAsia","THAILAND"
"TPBI PUBLIC CO., LTD.","C1-G63","PackagingSolutionsAsia","THAILAND"
"TRIREX INTERNATIONAL CO., LTD. HEAD OFFICE","C3-BA68","ProcessingTechAsia","THAILAND"
"TRIREX INTERNATIONAL COMPANY LIMITED","C3-BA68","ProcessingTechAsia","THAILAND"
"TROPICAL FOOD MACHINERY S.R.L.","C3-AL47","ProcessingTechAsia","ITALY"
"TSPP ENGINEERING & SUPPLY CO.,LTD.","C1-P78","PackagingTechAsia","THAILAND"
"TSUKASA CHEMICAL INDUSTRY CO., LTD.","C1-N32","PackagingTechAsia","JAPAN"
"TSUKASA CHEMICAL INDUSTRY CO.,LTD.","C1-N32","PackagingTechAsia","JAPAN"
"TSUKATANI HAMONO MFG. CO., LTD.","C1-P51","PackagingTechAsia","JAPAN"
"TTK TECHNOPLUS CO., LTD.","C2-Z04","PackagingTechAsia","THAILAND"
"TTT CORPORATION CO., LTD.","C2-V50","PackagingTechAsia","THAILAND"
"TUNLY FOOD MACHINERY CO.,LTD","C1-D67","Coding,Marking&LabellingAsia","CHINA"
"TURBOSIGHT TECH LIMITED","C1-AA43","PackagingSolutionsAsia","CHINA"
"TVTION MACHINERY TECHNOLOGY (CO)., LTD","C1-L58","PackagingTechAsia","CHINA"
"TVTION MACHINERY TECHNOLOGY (SHANGHAI) CO., LTD","C1-L58","PackagingTechAsia","CHINA"
"UCIMA","C2-AJ50","DrinkTechAsia","ITALY"
"U-JET (SHANGHAI) ELECTRONIC TECHNOLOGY CO., LTD.","C3-BA65","ProcessingTechAsia","CHINA"
"UKI FOODS TECHNOLOGY CO., LTD.","C3-AR50","ProcessingTechAsia","THAILAND"
"ULMA PACKAGING","C2-T42","PackagingTechAsia","SPAIN"
"ULVAC (THAILAND) LTD.","C1-D78","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"UNIJET PNEUMATICS PVT LTD","C2-T62","ProcessingTechAsia","INDIA"
"UNION CHEMICAR CO., LTD.","C1-L25","PackagingSolutionsAsia","JAPAN"
"UNION DIAMOND FOOD MACHINERY CO.,LTD.","C2-AA54","PackagingTechAsia","THAILAND"
"UNIQUE INDUSTRIAL PRODUCTS CO.,LTD.","C2-AC54","PhamaTechAsia","THAILAND"
"UNIQUE INJECTION MOLDING SYSTEMS CO., LTD","C2-AB04","DrinkTechAsia","CHINA"
"UNISYNTECH CO., LTD.","C2-Y86","PackagingTechAsia","THAILAND"
"UNITED CAPS","C3-AU32","PackagingSolutionsAsia","FRANCE"
"UNITED TRADER (1994) LTD., PART.","C3-BA11","ProcessingTechAsia","THAILAND"
"UNIVERSAL PACK S.R.L","C2-X16","PackagingTechAsia","ITALY"
"UQESH ADVANCED MATERIALS TECHNOLOGY  CO., LTD.","C2-W55","PackagingTechAsia","CHINA"
"URSCHEL (THAILAND) LTD.","C3-AN16","ProcessingTechAsia","THAILAND"
"URSCHEL ASIA PACIFIC PTE LTD","C3-AN16","ProcessingTechAsia","SINGAPORE"
"URSCHEL ASIA PACIFIC PTE LTD.","C3-AN16","ProcessingTechAsia","SINGAPORE"
"UTECO CONVERTING S.P.A.","C3-AK62","PackagingTechAsia","ITALY"
"UZERMAK GIDA END. MAK. SAN. VE TIC. A.S","C2-AJ62","ProcessingTechAsia","T?RK?YE"
"V.F KOREA CO.,LTD.","C1-R32","PackagingTechAsia","KOREA"
"VACUP TECHNOLOGY CO., LTD.","C1-B22","Digitalization","CHINA"
"VANCAM AUTOMATIC MACHINERY CO., LTD.","C3-AU45","PhamaTechAsia","TAIWAN"
"VARIN FOOD MACHINERY CO.,LTD.","C1-F16","PackagingTechAsia","THAILAND"
"VARIOVAC PS SYSTEMPACK GMBH","C3-AR04","ProcessingTechAsia","GERMANY"
"VAVA PACK CO., LTD.","C1-E79","PackagingSolutionsAsia","THAILAND"
"VEGA INSTRUMENTS CO.,LTD.","C2-AJ84","DrinkTechAsia","THAILAND"
"VELEC SYSTEMS","C3-AV35","PackagingTechAsia","FRANCE"
"VELEO INTERNATIONAL INC","C2-V04","PackagingTechAsia","USA"
"VELOX BARCHITTA","C2-AJ32","ProcessingTechAsia","ITALY"
"VELOX BARCHITTA SRL","C2-AJ32","ProcessingTechAsia","ITALY"
"VEMAG MASCHINENBAU GMBH","C3-AR04","ProcessingTechAsia","GERMANY"
"VICCHI ENGINEERING CO., LTD.","C3-AR42","ProcessingTechAsia","THAILAND"
"VIDEOJET TECHNOLOGIES (S) PTE. LTD.","C1-D62","Coding,Marking&LabellingAsia","SINGAPORE"
"VIEWTECH(YANGZHOU) TESTING EQUIPMENT TECHNOLOGY CO., LTD","C2-AE42","DrinkTechAsia","CHINA"
"VIKING MASEK (THAILAND) LIMITED.","C2-U62","PackagingTechAsia","THAILAND"
"VIKING MASEK A.S.","C2-U62","PackagingTechAsia","CZECH REPUBLIC"
"VINDAY PRODUCTS & SERVICES COMPANY LIMITED","C2-T48","PackagingTechAsia","VIETNAM"
"VIP COLOR TECHNOLOGIES PTE LTD","C2-Y20","PackagingTechAsia","SINGAPORE"
"VISCOUNT TECHNOLOGY CO., LTD.","C1-N83","PackagingTechAsia","CHINA"
"VISTA INDUSTRY CO.,LTD.","C1-R04","PackagingTechAsia","THAILAND"
"VMECA CO., LTD.","C1-S35","PackagingTechAsia","KOREA"
"VRAIN SOLUTION, INC.","C3-AM14","ProcessingTechAsia","JAPAN"
"VS TECHNOLOGY (THAILAND) CO., LTD","C1-S67","PackagingTechAsia","THAILAND"
"VTC MECHANIC SYSTEM CO., LTD. (KOPACK)","C1-Q62","PackagingTechAsia","THAILAND"
"VTEC CO., LTD","C1-S35","PackagingTechAsia","KOREA"
"WAM BULK HANDLING EQUIPMENT IND (THAILAND) CO LTD","C3-AK42","ProcessingTechAsia","THAILAND"
"WATER TEST CO.,LTD.","C2-T82","Lab&TestAsia","THAILAND"
"WATSON-MARLOW FLUID TECHNOLOGY SOLUTIONS - THAILAND","C3-AY79","ProcessingTechAsia","THAILAND"
"WE INDUSTRIAL LIMITED","C3-AM81","ProcessingTechAsia","HONG KONG"
"WEBCONTROL MACHINERY CORP","C1-S23","PackagingTechAsia","TAIWAN"
"WEBER MARKING SYSTEM GMBH","C2-AC54","PhamaTechAsia","GERMANY"
"WEBER MARKING SYSTEMS (THAILAND) LTD.","C1-A33","Coding,Marking&LabellingAsia","THAILAND"
"WEIGHTPACK S.R.L.","C2-AG04","DrinkTechAsia","ITALY"
"WEIYI PACKAGING CO . , LTD .","C2-W79","PackagingTechAsia","CHINA"
"WENZHOU DETAI PLASTICS CO.,LTD","C3-BA59","ProcessingTechAsia","CHINA"
"WENZHOU FEIAO PACKAGING CO., LTD","C1-L66","PackagingTechAsia","CHINA"
"WENZHOU FORLONG MACHINERY CO., LTD.","C1-D21","Coldchain,Logistics,Warehousing&FactoryAsia","CHINA"
"WENZHOU FORLONG MACHINERY CO.,LTD","C1-D21","Coldchain,Logistics,Warehousing&FactoryAsia","CHINA"
"WENZHOU MINGDU MACHINERY CO., LTD.","C3-AR57","ProcessingTechAsia","CHINA"
"WENZHOU RUIDA MACHINERY CO, LTD","C1-H28B","PackagingSolutionsAsia","CHINA"
"WENZHOU RUIXIN PRINTING PACKAGING CO.,LTD","C2-V28","PackagingTechAsia","CHINA"
"WENZHOU SUN MACHINE CO., LTD.","C1-AA28","Digitalization","CHINA"
"WHK CENTRALIZED PURCHASING LIMITED","C2-W55","PackagingTechAsia","HONG KONG"
"WIKA INSTRUMENTATION CORPORATION (THAILAND) CO., LTD.","C1-H78","Lab&TestAsia","THAILAND"
"WINDMOELLER & HOELSCHER  ASIA PACIFIC CO., LTD.","C1-H42","PackagingSolutionsAsia","THAILAND"
"WINDMOELLER & HOELSCHER  ASIA PACIFIC CO., LTD. (EXCLUSIVE SPONSOR)","C1-H42","PackagingSolutionsAsia","THAILAND"
"WINDMOELLER & HOELSCHER ASIA PACIFIC CO., LTD.","C1-H42","PackagingSolutionsAsia","THAILAND"
"WINDM?LLER & H?LSCHER SE & CO. KG","C1-H42","PackagingSolutionsAsia","GERMANY"
"WINKLER UND D?NNEBIER S??WARENMASCHINEN GMBH","C3-AL28","ProcessingTechAsia","GERMANY"
"WINNER INTER PLAS CO., LTD.","C1-D28","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"WINT EXPO (SHANGHAI) CO., LTD.","C1-L66","PackagingTechAsia","CHINA"
"WIPOTEC GMBH","C3-AU16","PackagingTechAsia","GERMANY"
"WIPRO HOCHRAINER GMBH","C2-T24","PackagingSolutionsAsia","GERMANY"
"WIRE BELT COMPANY LTD","C2-U66","ProcessingTechAsia","UK"
"WISEBIZ (THAILAND) CO.,LTD.","C1-F66","Coding,Marking&LabellingAsia","THAILAND"
"WIST CO., LTD.","C2-Y04","PackagingTechAsia","JAPAN"
"WOLF (HANGZHOU) PACKAGING MACHINING CO., LTD","C2-X28","PackagingTechAsia","CHINA"
"WOLF PACKAGING AND MACHINES (THAILAND) CO.,LTD.","C2-X28","PackagingTechAsia","THAILAND"
"WOLF VERPACKUNGSMASCHINEN GMBH","C2-X28","PackagingTechAsia","GERMANY"
"WOLFKING TECH ASIA PTE. LTD.","C3-AP82","ProcessingTechAsia","SINGAPORE"
"WORAKULCHAI INNOVATIONS CO., LTD.","C2-U28-1","PackagingTechAsia","THAILAND"
"WORAKULCHAI PACKAGE SEAL CO., LTD.","C2-U28","PackagingTechAsia","THAILAND"
"WORLD PACKAGING INDUSTRY CO.,LTD.","C2-V83","PackagingTechAsia","THAILAND"
"WORLD STEEL PALLET CO., LTD.","C1-C48","Coldchain,Logistics,Warehousing&FactoryAsia","THAILAND"
"WORLD TRADE CENTER TAICHUNG (WTCT)","C1-Q04","PackagingTechAsia","TAIWAN"
"WOZEL PRECISION MACHINERY (THAILAND) CO.,LTD.","C2-AE16, C2-AF28, C2-AF42","DrinkTechAsia","THAILAND"
"WOZEL PRECISION MACHINERY(THAILAND)CO.,LTD","C2-AE16, C2-AF28, C2-AF42","DrinkTechAsia","THAILAND"
"WUHAN HUARAY PRECISION LASER CO., LTD.","C1-C43","Digitalization","CHINA"
"WUHAN JINGCHUANG TECHNOLOGY CO.,LTD","C2-AG42","DrinkTechAsia","CHINA"
"WUHAN MECUS MACHINERY CO., LTD.","C1-B09","PackagingTechAsia","CHINA"
"WUHAN RENTIAN PACKAGING AUTOMATION TECHNOLOGY CO., LTD.","C1-J04","PackagingSolutionsAsia","CHINA"
"WUHAN VZ INFORMATION TECHNOLOGY CO.,LTD","C3-AZ14","ProcessingTechAsia","CHINA"
"WUXI JIATONG PACKING MACHINERY","C1-AA47","PackagingTechAsia","CHINA"
"XIAMEN HANIN CO., LTD.","C1-M21","PackagingTechAsia","CHINA"
"XIAMEN JUFU PLASTIC PRODUCTS CO.,LTD","C3-AZ58","ProcessingTechAsia","CHINA"
"XIAMEN LONGWEI GLASS PRODUCTS CO., LTD.","C1-B48","Digitalization","CHINA"
"XIAMEN UPC IMP & EXP CO., LTD","C1-B07","Digitalization","CHINA"
"XIAMEN UPC IMP & EXP CO.,LTD","C1-B07","Digitalization","CHINA"
"XIAMEN XIN FENGWEI PLASTIC PACKAGING CO., LTD.","C1-B67","Digitalization","CHINA"
"XIANGLONG FOOD MACHINERY MANUFACTURING CO., LTD.","C1-C68","Coding,Marking&LabellingAsia","CHINA"
"XINBAISHUN HOT MELT ADHESIVE MACHINERY EQUIPMENT CO., LTD.","C1-B24","Digitalization","CHINA"
"XINGZHIJIAN MACHINERY CO., LTD.","C1-M50","PackagingTechAsia","CHINA"
"XINHUI CHEMICAL CO.,LTD.","C3-AZ47","ProcessingTechAsia","CHINA"
"XINLE HUABAO PLASTIC MACHINERY CO., LTD","C3-AQ62","ProcessingTechAsia","CHINA"
"XUCHUAN CHEMICAL CO., LTD","C1-J05","Coding,Marking&LabellingAsia","CHINA"
"XZJ MACHINERY","C1-M50","PackagingTechAsia","CHINA"
"YALEI PLASTIC INDUSTRY CO., LTD.","C2-V78","PackagingTechAsia","CHINA"
"YAMAMOTO VINITA CO., LTD.","C2-U50","PackagingTechAsia","JAPAN"
"YAMATO SCALE (THAILAND) CO., LTD.","C2-AA66","PackagingTechAsia","THAILAND"
"YAMATO SCALE (THAILAND) CO.,LTD.","C1-P13","PackagingTechAsia","THAILAND"
"YAMATO SCALE CO., LTD.","C2-AA66","PackagingTechAsia","JAPAN"
"YANTAI FULI NEW MATERIAL TECHNOLOGY CO., LTD.","C1-B66","Digitalization","CHINA"
"YANTAI FUNCTIONAL WATER TREATMENT EQUIPMENT CO., LTD","C1-B34","Digitalization","CHINA"
"YANTAI KESIHUI CODING TECHNOLOGY COMPANY LIMITED","C1-C16","Coldchain,Logistics,Warehousing&FactoryAsia","CHINA"
"YANTAI YAOMIN SCIENCE, INDUSTRY & TRADE CO., LTD.","C1-B20","Digitalization","CHINA"
"YAO HAN INDUSTRIES CO., LTD.","C1-R29","PackagingTechAsia","TAIWAN"
"YEACODE (XIAMEN) INKJET INC.","C1-Q66","PackagingTechAsia","CHINA"
"YENCHEN MACHINERY CO., LTD.","C1-Q46","PackagingTechAsia","TAIWAN"
"YINGSHENG SCIENCE & TECHNOLOGY CO., LTD.","C2-V04","PackagingTechAsia","CHINA"
"YISHENG INDUSTRY AND TRADE CO., LTD","C3-BA55","ProcessingTechAsia","CHINA"
"YLD WATER PROCESSING EQUIPMENT CO.,LTD.","C3-AY42","ProcessingTechAsia","CHINA"
"YO DEN ENTERPRISES CO LTD","C1-R22","PackagingTechAsia","TAIWAN"
"YOKOHAMA AUTOMATIC MACHINE CO.,LTD.","C1-N46","PackagingTechAsia","JAPAN"
"YONGCHUANG PACKAGING MACHINERY CO LTD","C3-AZ34","ProcessingTechAsia","CHINA"
"YONGLI BELTING","C3-AN62","ProcessingTechAsia","CHINA"
"YORAN IMAGING","C2-Y86","PackagingTechAsia","ISRAEL"
"YORKCOLOUR CO.,LTD","C1-M82","PackagingTechAsia","VIETNAM"
"YOULU MACHINERY TECHNOLOGY CO.,LTD","C2-V04","PackagingTechAsia","CHINA"
"YOUNG TECH PACK CO.,LTD","C2-AA32","PackagingTechAsia","KOREA"
"YOUNGSUN INTELLIGENT EQUIPMENT CO., LTD","C2-Y54","PackagingTechAsia","CHINA"
"YOUQUAN FOOD PACKAGING (JIANGSU) CO., LTD.","C1-AA49","PackagingTechAsia","CHINA"
"YOUYI GROUP CO., LTD.","C1-A29","Digitalization","THAILAND"
"YUNNAN HONGCHUANG PACKAGING CO., LTD.","C2-Z62","PackagingTechAsia","CHINA"
"YUQING MACHINERY MANUFACTURING CO., LTD","C1-M57","PackagingTechAsia","CHINA"
"YUTIAN PACKAGING PRODUCTS CO.,LTD","C3-AZ49","ProcessingTechAsia","CHINA"
"ZACMI","C3-AK16","PackagingTechAsia","ITALY"
"ZALKIN","C3-AK16","PackagingTechAsia","FRANCE"
"ZAY LON CO., LTD.","C1-R49","PackagingTechAsia","TAIWAN"
"ZHANGJIAGANG CHUNQIU TECHNOLOGY DEVELOPMENT CO.,LTD.","C2-AG42","DrinkTechAsia","CHINA"
"ZHANGJIAGANG DATONG MACHINERY CO., LTD.","C3-AK78","ProcessingTechAsia","CHINA"
"ZHANGJIAGANG DELILONG PACKAGING MACHINERY CO.,LTD.","C1-L20","PackagingSolutionsAsia","CHINA"
"ZHANGZHOU XINYILONG NEW MATERIALS & TECHNOLOGY CO.,LTD.","C3-AZ52","ProcessingTechAsia","CHINA"
"ZHEJIANG ALLWELL INTELLIGENT TECHNOLOGY CO.,LTD","C3-AZ04","ProcessingTechAsia","CHINA"
"ZHEJIANG BESPACKER MACHINE CO., LTD","C1-AA28","Digitalization","CHINA"
"ZHEJIANG CARDIFF CABLE CO., LTD.","C3-AU35","ProcessingTechAsia","CHINA"
"ZHEJIANG EASTSEA TECH CO., LTD.","C1-L80","PackagingTechAsia","CHINA"
"ZHEJIANG FUTURE PETROCHEMICAL CO., LTD","C1-C51","Digitalization","CHINA"
"ZHEJIANG GOLDENCUP MACHINERY CO.,LTD","C3-AK66","ProcessingTechAsia","CHINA"
"ZHEJIANG GRANKLIN COMPRESSOR CO., LTD","C1-L24","PackagingSolutionsAsia","CHINA"
"ZHEJIANG HENGXI ADVANCED MATERIALS TECH CO.,LTD.","C2-AC84","DrinkTechAsia","CHINA"
"ZHEJIANG JIADE PACKING MACHINERY CO.,LTD","C3-AQ54","ProcessingTechAsia","CHINA"
"ZHEJIANG JINFA SUPPLY CHAIN CO., LTD.","C1-B50","Digitalization","CHINA"
"ZHEJIANG JINHONG INTELLIGENT TECHNOLOGY CO., LTD","C3-AZ31","ProcessingTechAsia","CHINA"
"ZHEJIANG JINHONG INTELLIGENT TECHNOLOGY CO.,LTD","C3-AZ31","ProcessingTechAsia","CHINA"
