company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,,HKTDC Events,supplier_url,exhibitor_url,Certificates,Other Certificates,Booth: 1C-B34   |   Electronic & Remote Control Toys   |   ,Booth: 5E-H02   |   Group Pavilion   |   ,Booth: 5E-F16   |   Group Pavilion   |   ,Booth: 1CON-023   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 1B-D41   |   Educational Toys & Games   |   Green Toy Exhibitors,Booth: 5E-E07   |   Group Pavilion   |   ,Booth: 1A-D42   |   Educational Toys & Games   |   ,Booth: 3B-B08   |   Multiple Toys Products   |   Green Toy Exhibitors,"Booth: SA-09, 5E-D19   |   Group Pavilion, Group Pavilion   |   ",Booth: 5G-C21   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5E-E23   |   Group Pavilion   |   ,Booth: 5E-C06   |   Group Pavilion   |   ,Booth: 3B-C38   |   Multiple Toys Products   |   Green Toy Exhibitors,Verified Certificates,Booth: 1E-A02   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-D20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1D-B10   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-A20   |   Brand Name Gallery   |   Cantonese Business Go Global,Booth: 1E-E36   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 3D-C20   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 5C-D02   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5C-C02   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 1C-D35   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-G24   |   Group Pavilion   |   ,"Booth: 5G-E16, SA-12   |   Group Pavilion, Group Pavilion   |   Green Toy Exhibitors, Green Toy Exhibitors",Booth: 1D-B20   |   Brand Name Gallery   |   ,Booth: 5G-B22   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1E-E23   |   Brand Name Gallery   |   ,Booth: 1E-E08   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1C-D14   |   Green Toys   |   Green Toy Exhibitors,Booth: 5E-E37   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 5E-E17   |   Group Pavilion   |   Cantonese Business Go Global,Booth: 5CON-022   |   Group Pavilion   |   ,Booth: 1B-C24   |   Educational Toys & Games   |   ,Booth: 3C-E24   |   World of Outdoor & Sporting Goods   |   Green Toy Exhibitors,Booth: 3D-C06   |   Soft Toys & Dolls   |   Green Toy Exhibitors,Booth: 1C-C12   |   Electronic & Remote Control Toys   |   Green Toy Exhibitors,Booth: 5E-H08   |   Group Pavilion   |   Green Toy Exhibitors,Booth: 1D-D26   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1E-D40   |   Brand Name Gallery   |   Green Toy Exhibitors,Booth: 1D-E36   |   Brand Name Gallery   |   Cantonese Business Go Global
"Pinghu Little Sun Childs Vehicles Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer",Ride-On Toy,公司成立于2012年，是一家生产和销售各类电动童车的企业。公司月产3万辆以上各类电动童车，并持有多家授权车型系列产品，比如玛莎拉蒂，兰博基尼，奔驰G63等。公司持有大面积的展厅来完美展示产品。目前生产的产品销往世界各地，口碑良好。,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pinghu-Little-Sun-Childs-Vehicles-Co-Ltd/1X08WTI3,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V16H,,Patent Certificate for Utility Model Issued By National Intellectual Property Office Type PATENT Valid Date (N/A) - (N/A) Patent Certificate for Utility Model-2 Issued By National Intellectual Property Office Type PATENT Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shantou Xinfei Toys Co., Ltd.",Chinese Mainland,,"Chain Store, Buying Office, Distributor, Wholesaler",,专业生产和销售 遥控玩具车 遥控船 遥控飞机,"OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Xinfei-Toys-Co-Ltd-/1S00OG30X,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TY7H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yongkang Diyitong Leisure Products Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Yongkang Diyitong Leisure Products Co., Ltd. specializes in manufacturing children's and adult kick scooters, stunt scooters,Big Micro scooters, frog-style scooters. We handle export business and are exclusively supplied for cross-border e-commerce. Daily production of scooters reaches 20,000 units. Custom processing is available. The quality is reliable and the styles are novel.",Manufacturer,"Fitness Equipment,Skateboard,Skateboarding Equipment,Skate Bike,Sports Goods",adult kick scooter child kick scooter folding scooter multi-function scooter stunt scooter 3 wheels baby scooter 4 wheels baby scooter,"OEM, ODM","GUOTONG,QD BABY",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2019,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Diyitong-Leisure-Product-Co-Ltd/1X0AL8B1,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VAQK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu Holly Everlasting Inc,Chinese Mainland,,Manufacturer,"Talking Toy,Dolls,Plush Toy,Stuffed Toy,Soft Toy","Focused in manufacturing and exporting plush toys, pet products and apparels for more than 30 years, Jiangsu Holly Everlasting INC. gained plenty of experiences in sourcing and manufacturing products for vendor customers from different countries.",OBM,"YOOMEEWEE,IBONNY",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC International Sourcing Show 2021 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2015 HKTDC Hong Kong Toys & Games Fair 2014,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Holly-Everlasting-Inc/1X07O4XR,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V198,,OHSAS18001 Issued By - Type - Valid Date (N/A) - (N/A) OHSA18001-IQNER Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xiamen Wehand Toys Co., Ltd.",Chinese Mainland,,Manufacturer,Musical Instruments,"piano music Mat, music dance Mat, children's play Mat","OEM, ODM, OBM",WEHAND,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Wehand-Toys-Manufacturing-Company-Limited/1X08WUF3,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TWQY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XYZ Technology Company Limited,Chinese Mainland,,"Export Agent, Manufacturer",Plush Toy,"Plush toys, fidget toys.","OEM, ODM",XYZTECH,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Lifestyle Sourcing Show | Physical + Online,https://sourcing.hktdc.com/en/Supplier-Store/Profile/XYZ-Technology-Company-Limited/1S00O0LNI,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TUTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaicolor Clay Co. Ltd.,Thailand,,"Manufacturer, Exporter","Kids Drawing Kit,Kids Craft Kit","Thaicolor Clay Co., Ltd (TCC), a part of A.M Group with a plenty of various businesses, is particularly a manufacturer of NON-TOXIC modelling clay, dough, and wax crayon with high quality located in Samutsakhon, Thailand.","OEM, ODM",SMILE KIDS,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2015 HKTDC Hong Kong Toys & Games Fair 2015 HKTDC Hong Kong Gifts & Premium Fair 2014 HKTDC Hong Kong Toys & Games Fair 2014 HKTDC Hong Kong Gifts & Premium Fair 2013 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Thaicolor-Clay-Co-Ltd/1X00MOPB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005S8MY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taizhou Jesontoys Technology Co.,Ltd",Chinese Mainland    |    Factory in Chinese Mainland,"TAIZHOU JESONTOYS TECHNOLOGY CO.,LTD is an industry-leading manufacturer of wooden musical toys and primary educational musical instruments integrating R&D, manufacturing and sales. Serving many well-known domestic and foreign toy importers and exporters and large supermarkets around the world, it is deeply trusted by customers and users. The company was founded in 1992, starting from the production of wooden handicrafts, Christmas gifts, etc., after more than ten years of continuous accumulation and development. In 2003, it entered children's percussion instruments and children's musical toys based on wind instruments. With the development and expansion of the market, TAIZHOU CITY HUANGYAN JESONTOYS CO.,LTD. was established in 2008 to increase product categories (children's guitars, children's small pianos, music boxes, etc.) and introduce lean management to improve economies. The company has obtained IS09001, FSC, BSCI, GSV and other quality system certifications and enterprise certificates such as safety production standardization.","Chain Store, Buying Office, Buying Cooperative, Department Store, Distributor","Wooden Toys,Baby Toys","With digital piano, ukulele and other products becoming the company's leading products",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-City-Huangyan-Jesontoys-Co-Ltd-/1X06YXYB,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V25J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taizhou Goddess Playingcards Co., Ltd",Chinese Mainland,,Manufacturer,"Designer Toy,Hobby & Collector's Item","playing cards, gamecards, flash cards, domino, collection cards","OEM, OBM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Goddess-Playing-Cards-Co-Ltd-/1X0ASFXU,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TOXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quanzhou Funky Baby Product Co., Ltd.",Chinese Mainland,Simulated toys The Dollhouse doll,Manufacturer,"Dolls,Doll House,Miniature",Simulated toys The Dollhouse doll,"ODM, OBM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Baby Products Fair 2023 HKTDC Hong Kong Baby Products Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Funky-Baby-Proudct-Co-Ltd/1X09WZ9U,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005TOUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Tianlin Plastic Co., Ltd.",Chinese Mainland,,Manufacturer,Plastic Toys,PLASTIC TOYS,OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2016 HKTDC Hong Kong Toys & Games Fair 2015 HKTDC Hong Kong Toys & Games Fair 2014 HKTDC Hong Kong Toys & Games Fair 2013 HKTDC Hong Kong Toys & Games Fair 2012 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Tianlin-Plastic-Co-Ltd/1X051PYZ,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V3IF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ningbo Akk Baby Products Co.,Ltd",Chinese Mainland,,"Manufacturer, Exporter","Talking Toy,Dolls,Plush Toy,Stuffed Toy,Soft Toy,Baby Toys","Plush toys; Baby toys (music mobile, rattle, music toy, cuddle blankets, rattle shoes, playmats, activity toy, multi-function mats and so on); Baby muslin item (blankets, towel, handky, swaddles and so on); Baby bed textile item (bed sets, canopy...","OEM, ODM",my baby,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/NINGBO-AKK-BABY-PRODUCTS-CO-LTD/1S00O63VC,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0DX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubs Company Limited,Taiwan,,Manufacturer,"Wooden Toys,Battery Operated Toy,Ride-On Toy,Toy Vehicle",toys,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/HUBS-COMPANY-LIMITED/1S00P4A2K,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VDWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yongkang Hydo Sports Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Established in 2000, Hydo Sports has been one of the best kick scooters and skateboard manufacturers in China. Our outdoor recreation product ranges have been expanded to kick scooters, skateboards, electric scooters, and electric skateboards during the last 20 years of growth. With outstanding designers and engineers, we can be your reliable partner in China and 100% support your business. Our innovative and unique scooters, skateboards, and other outdoor products will boost your business hugely. All the products comply with related EU/US test standards, are safe and reliable, with stable quality, letting you no longer worry about after-sales problems. If you are looking for a dependable, responsive, high-quality manufacturer, then you have come to the right place. Contact us and let us earn your trust by turning mere words into action. We're confident you'll never look back.","Manufacturer, Wholesaler","Skateboard,Skateboarding Equipment,Scooters","SKATEBOARD, KICK SCOOTER, BALANCE BIKE","ODM, OEM","HYDO SPORTS,HYDO",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Hydo-Sports-Co-Ltd-/1S00OI3W9,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V3UF,,EN TEST REPORT Issued By TUV Type TÜV_SÜD Valid Date 16 Nov 2020 - (N/A) EN 13613 TEST REPORT Issued By Intertek Type OTHERS Valid Date 15 Jul 2022 - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huamei Educational Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"Kids Drawing Kit,Kids Craft Kit","Main product are all kind of educational toys including magnetic letters,numbers ,drawing board,magnetic doodleer,art desk ,art easel,B/O toys, board games,arts and crafts,water doodle,etc..",OEM,first classroom,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Toys & Games Fair 2019 HKTDC Hong Kong Toys & Games Fair 2018 HKTDC Hong Kong Toys & Games Fair 2017 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huamei-Educational-Technology-Co-Ltd/1X005ILX,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hangzhou EZ Leisure Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Football Supplies,Trampolines,Sports Goods,Toy Brick,Board Game,Wooden Toys,Inflatable Toy,Frisbee Disc,Kite,Play Tent","wooden game,toy,sport,kubb,tent,ring toss game,",OEM,"EZ,golden wing BD",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-EZ-Leisure-Co-Ltd/1S00OIZ6J,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0L9,,KUBB Issued By TUV SUD Type TÜV_SÜD Valid Date 29 Aug 2022 - 29 Aug 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangzhou Sunboy Animation & Toys Co., Ltd.",Chinese Mainland,"SUNBOY is a company focus in design and develop innovative animated toy, trending toy with the supported of owned IP animation series, TV commercial. The major market is China, Far East, Southeast Asia and some EU regions.",Exporter,"Stuffed Toy,Model Toy","Pop culture toy with IP ""Naruto"", ""Hunter X Hunter"", ""Detective Conan"", Gun model kits with IP ""PUBG"", ""Arena Breakout"", transform robot toy, battle spinner toy","OEM, ODM","SUNBOY,STAR CENTER",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Sunboy-Animation-Toys-Co-Ltd-/1S00OKBSD,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005UIEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global Bridge Toys Co., Ltd.",Taiwan,,Manufacturer,"Toy Brick,STEAM Toy,Card Game,Paper & Paper Product,Action & Skill Game","Paper toys,Educational Toys,Paper Card Game.",ODM,A,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Global-Bridge-Toys-Co-Ltd-/1S00P6ESA,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VDZQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Peng Wei Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"DONGGUAN PENGWEI TECHNOL OGY CO.,LTD. Main business: OEM, ODM, silica gel, plastic, paper products and other sports toys. children's gifts production and processing and import and export business . lt has a complete set of printing production equipment and a leading X-Rite color management system to provide customerswith one-stop services from production,processing, packaging to export.","Buying Cooperative, Manufacturer, Buying Office, Export Agent","Card Game,Stickers,Rotating Puzzle,Plastic Toys,Baby Toys,Baby Books,Paper & Paper Product,Toy Packaging Service","Flash cards, busy books, writing books, silicone writing boards, sticker books, scratch cards, audio books, gifts, puzzles","OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Peng-Wei-Technology-Co-Ltd-/1S00OG4RN,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V0SO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China Jiangsu International Economic and Technical Cooperation Group Ltd,Chinese Mainland,,Exporter,Plush Toy,"plush toys,stuffed toys",OEM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC International Sourcing Show 2021,https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Jiangsu-International-Economic-Technical-Cooperation-Group-Ltd/1X08WTH4,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005V2B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhenxing Toys Co.,Ltd",Taiwan,,Manufacturer,"STEAM Toy,Wooden Toys,Baby Toys,Kids Drawing Kit,Action & Skill Game",wooden children furniture & toys,ODM,Baby home,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2020,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhenxing-Toys-Co-Ltd/1X0B0DU3,https://www.hktdc.com/event/hktoyfair/en/exhibitor/1S005VDJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
