,Reference,Subject,Subject_link,Closing Date
121,2269EM24T,"Triennial Term Contract for Repairs, Operation and Maintenance of Boilers, Hot Water Installations, Steam Related Plant and Accessories in Various Healthcare Venues in the New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5414.html,11.4.2025
122,2099EM24T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Hospital Authority (TO25),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5413.html,11.4.2025
123,2202EM24T,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to Fire Service Installations for Health Services Buildings in New Territories Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5416.html,11.4.2025
124,2282EM24T,"Triennial Term Contract for the Maintenance and Repair of Burglar Alarm, Security Installation and Other Electronic Systems at Various Municipal Venues for the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5418.html,11.4.2025
125,2322EM24T,"Triennial Term Contract for Maintenance of Electrical, Mechanical and Air-conditioning Installations at Cheung Sha Wan Wholesale Food Market",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5417.html,11.4.2025
126,2332EM24T,"Triennial Term Contract for Maintenance of Electrical Installations and Domestic Appliances at Various Staff Quarters of the Customs and Excise Department, Correctional Services Department, Fire Services Department, Independent Commission Against Corruption, and Immigration Department",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5396.html,28.3.2025
127,2380EM24T,Quadrennial Term Contract for Operation and Maintenance of Air-conditioning Installations for Correctional Services Department in New Territories Region.,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5404.html,28.3.2025
128,1941EM24T,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for The Venues of Boundary Crossing Facilities and Transport Services Division",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5405.html,28.3.2025
129,2052EM24T,Triennial Term Contract for Maintenance and Improvement of Electrical and Mechanical Installations for Health Sector Venues of New Territories East Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5412.html,28.3.2025
130,2189EM24T,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations and Other Associated Facilities at Unattended Municipal Venues in Kowloon of the Government of the Hong Kong Special Administrative Region,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5408.html,28.3.2025
131,2235EM24T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of GE25),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5406.html,28.3.2025
132,2184EM24T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of SC25),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5403.html,21.3.2025
133,EMSSSD0524,"Tender for the Supply of Crane Tipper Vehicle to the Electrical and Mechanical Services Department, the vehicle to be ready to use within 18 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5399.html,11.3.202526.3.2025
134,2485EM24T,Provision of Maintenance and Modification Works of Data Acquisition Systems (DAS) of Free-flow Tolling System and Toll Information Display System (TIDS) in Government Tunnels and Tsing Sha Control Area,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5402.html,7.3.2025
135,1889EM24T,Quadrennial Term Contract for Examination and Testing of Lifting Appliances and Lifting Gear,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5398.html,28.2.2025
136,1927EM24T,Triennial Term Contract for Maintenance of Electrical Installations and Domestic Appliances at Various Staff Quarters of the Hong Kong Police Force,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5395.html,21.2.2025
137,EMSSSD0624,"Tender for the Supply of Aerial Working Platform to the Electrical and Mechanical Services Department, and the goods to be ready to use within 12 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5393.html,3.2.2025
138,2151EM24T,"Quadrennial Term Contract for Provision of Maintenance and Modification Works of Traffic Control and Surveillance System for Hong Kong - Shenzhen Western Corridor, Deep Bay Link and Yuen Long Highway",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5394.html,24.1.2025
139,1410EM24T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Hong Kong West Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5392.html,17.1.2025
140,2277EM24T,Quadrennial Term Contract for Maintenance of Fire Service Installations for Various Departments for Security and Vehicle Services in the Regions of Kowloon and New Territories,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5390.html,17.1.2025
141,1999EM24T,Quadrennial Term Contract for Maintenance of Electrical Installations for Seven Boundary Control Points,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5384.html,10.1.2025
142,EMSSSD0424,"Tender for the Supply of Traffic Control Vehicles to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 18 months from the contract date",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5383.html,7.1.2025
143,1713EM24T,30-Month Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of Hospital Authority (FT27),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5382.html,13.12.2024
144,1543EM24T,Quadrennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of KO24E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5379.html,29.11.2024
145,1609EM24T,"Triennial Term Contract for Building Services Fitting-out, Replacement and Improvement Works for Health Sector Venues in Hong Kong East Region and Outlying Islands",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5378.html,29.11.2024
146,1668EM24T,"Triennial Term Contract for Operation and Maintenance of Electrical, Mechanical and Air-conditioning Installations for Civil Aviation Department and Hong Kong Observatory Venues in the Hong Kong International Airport",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5377.html,15.11.2024
147,Q2880,Provision of Services for Maintenance Services and Data Services (Hong Kong LEAP Model),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5381.html,15.11.2024
148,EMSD QSSD/2024/11,"Provision of Renewal Certification Audit Services, 1st Surveillance Audit Services and 2nd Surveillance Audit Services for Integrated Management Systems of Electrical & Mechanical Services Department in 2025 to 2027",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5380.html,14.11.2024
149,1148EM24T,"Triennial Term Contract for Building Services Fitting-out Works, Replacement and Improvement Works at Various Municipal Venues of the Government of The Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5374.html,8.11.2024
150,1791EM24T,"Triennial Term Contract for Electrical Works in Change of Tenancy in Government Quarters in the Hong Kong Island, Kowloon & New Territories",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5373.html,1.11.2024
151,EMSD/SR/2024,"Tender for the Provision of Services for Copywriting, Design and Production of Monthly Staff Newsletter ""Group Voice"" for the Electrical and Mechanical Services Department for a period of 36 months commencing 1 April 2025",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_1786.html,29.10.2024
152,1575EM24T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of TO24E),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5372.html,25.10.2024
153,1879EM24T,Quadrennial Term Contract for Provision of Maintenance and Modification Works of Traffic Control and Surveillance System at Cross Bay Link,/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5371.html,18.10.2024
154,EMSD CCSD2024/01,Provision of Call Centre Service for the Electrical and Mechanical Services Department (EMSD),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5370.html,18.10.2024
155,EMSSSD0324,"Tender for the Supply of Cross Country Vehicle (Explosive Ordnance Disposal) to the Electrical and Mechanical Services Department, the vehicles to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5365.html,16.10.2024
156,EMSSSD1523,"Tender for the Supply of Mobile Boat Hoist to the Marine Police Tai Lam Chung Base, the goods to be ready to use within 12 months from the contract date.",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5368.html,10.10.2024
157,1023EM23T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package Two of SA23),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5369.html,4.10.2024
158,1833EM24T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of AE24),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5367.html,4.10.2024
159,2034EM23T,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of MT23),/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5364.html,27.9.2024
160,2294EM23T,"Triennial Term Contract for Operation and Maintenance of Electrical, Mechanical and Other Installations for Municipal Venues in Kowloon of the Government of the Hong Kong Special Administrative Region",/en/tenders_contracts_and_consultancies/tender_notices/tender_notices/index_id_5363.html,20.9.2024
