url,Nature of Business,Location,Year of Establishment,Main Categories,Contact Person,Position,Office Address,Country/Region,Major Markets,Total Employees,Annual Turnover,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/STRONGLUMEN-OPTO-CO-LIMITED/1X0AO9ZA,,Hong Kong,,Lights,Lily Shi,,"Flat/Room 5, 6/F Witty Comm Bldg, 3A-2L Tung Choi Street, Mong Kok, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sumwin-International-Limited/1X09EID5,,Hong Kong,,"Bags, Handbags & Accessories, Consumer Electronics, Gifts, Toys & Sports Supplies, Jewellery & Watch, Lights, Packaging & Displaying Materials, Telecommunication, Watches & Clocks",Parson Zhao,Sales Manager,"G/F, No. 132 Wing Lok St., Sheung Wan, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Supo-Star-Development-Limited/1S00OZ6OU,,Hong Kong,,,Jason Kuang,Sales Director,"Unit 5A, 14/F, Belgian Bank Bldg, 721-725 Nathan Rd, Mong Kok, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tonglu-Huayuan-Imp-Exp-Co-Limited/1X0AFBMH,,Hong Kong,,"Gift Sets, Gifts, Toys & Sports Supplies",Belle Chan,,"16/F, Kowloon Bldg, 555 Nathan Rd, Yau Ma Tei, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tonglu-Seven-Imp-Exp-Co-Limited/1X0B3LCX,,Hong Kong,,,Grace Lam,,"Flat C, 2/F, Mega Cube, No. 8 Wang Kwong Road, Kowloon Bay, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOPFLY-HEADWEAR-BAG-CO-LIMITED/1S00OHV4T,,Hong Kong,,,Mr Henry Wang,,,Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Topjet-Optoelectronic-International-Limited/1S00O9198,,Hong Kong,,,Mei Bai,,"Room 3, Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/UC-Manufacturing-Asia-Co-Ltd-/1X073YMK,"Others, Service Company",Hong Kong,,"Automobile & Transport, Automobile Parts & Accessories, Bags, Handbags & Accessories, Clothing/ Garments, Fashion, Eyewear & Accessories, Furniture & Parts, Gifts / Souvenirs, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Packaging & Displaying Materials",Mr Threesit Swanfwattanasret,Administration,"Room 1703, 17/F, Henan Building, 90-62 Jaffe Road, Wanchai, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vanchie-Co-Limited/1X0B3KLR,,Hong Kong,,,David Ji,,"Flat C,2/F,Mega Cube, No.8 Wang Kwong Road, Kowloon Bay,KL, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Wmoon-Commodities-Co-Limited/1S00OFTVM,,Hong Kong,,,Mavis Wai,Manager Assistant,"Unit 89, Yau Lee Centre, Hoi Yuen Road No. 45, Kwun Tong, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wing-Shung-Industrial-Company-Ltd-/1X05IAKM,Manufacturer,Hong Kong,2000,,Ms Vivian Wong,Export Manager,"Room 1318-20, 13/F., Hollywood Plaza, 610 Nathan Road, Mongkok, Kln., Hong Kong",Hong Kong,"Australasia, Eastern Europe, Hong Kong, Japan, North America, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999 View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winstone-Industrial-Limited/1X0ARVB4,,Hong Kong,,"Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication",Peter Han,GM,"Rm 1101 Hang Seng Castle Peak, Rd Bldg 339 Castle Peak Rd, Cheung Sha Wan, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winwin-Gift-Premium-Company-Limited/1S00NV4QQ,,Hong Kong,,,Mr Jimmy Cho,,,Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yijun-Acrylic-Products-Co-Limited/1X08YXGT,Manufacturer,Hong Kong,,,Miss Allie Tam,Purchasing Officer,"Rm. 21, 15/F, Thriving Industrial Centre, 26-38 Sha Tsui Road,",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yubao-Electronic-Co-Ltd-/1X0B3FHA,,Hong Kong,,Watches & Clocks,Milar Chen,,"Room A3,9/F, Goodwill Industrial Building, 36-44 Pak Tin Par St, Tsuen Wan, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Superstrong-Stationery-Manufacturing-Co-Limited/1X0B3KMQ,,Hong Kong,,,Jidong Wei,Manager,"Unit 225-22, 2/F Mega Cube, 8 Wang Kwong Road, Kowloon Bay,KL, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-LBT-LIGHTING-CO-LIMITED/1X0AO9IR,,Hong Kong,,,Vivian Yan,,"Rm1703-1707, Hollywood Centre, No.610 Nathan Road, Mong Kok, Kowloon, Hong Kong",Hong Kong,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Rex-Houseware-Co-Ltd/1S00OAI8U,,Chinese Mainland,,Homeware & Lifestyle Essentials,- Wang,,"Room 502, B-Block, Innovatin Industrail Park, Huguang Road, Hefei, Anhui, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changsha-Yee-Win-Company-Ltd/1X0AE1ZY,,Chinese Mainland,,"Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Kun Jiang,Director,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cosmuses-Cosmetic-Ningbo-Co-Ltd/1S00OY1OZ,,Chinese Mainland,,,Wei Wei,,"No.10 Sixian Road, Ditang District, Yuyao, Ningbo, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Shanghao-Plastic-Products-Co-Ltd/1S00OQ7NW,,Chinese Mainland,,,Mr Peter Wong,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Dehua-Myinghua-Ceramics-Co-Ltd-/1X06HDR6,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",,"Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Miss Jianhua Lin,,"Xiaoxi Pengxiang Development, Longxun Town, Dehua, Fujian, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Future-Horizon-Craft-Co-Ltd-/1X07NSAE,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2011,"Arts & Crafts, Dolls, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Paper Packaging, Stationery",Ms Joyce Li,Manager,"No.99 Changfu Rd., Xiaogang Industrial Zone, Ningbo City, Zhejiang Province, China",Chinese Mainland,Western Europe,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Guansheng-Culture-Communication-Co-Ltd-/1S00P17K5,,Chinese Mainland,,"Gifts / Souvenirs, Homeware & Lifestyle Essentials, Plush & Stuffed Toys",YAQi LIN,,"22nd Floor, Mind Building, No.150, Fanying Road, Qianjiang Century City, Xiaoshan District, Hangzhou, Zhejiang Province, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hebei-Fuzhi-Import-Export-Trading-Company-Limited/1X09S66C,,Chinese Mainland,,"Building Materials & Supplies, Fashion Accessories, Furniture & Parts, Home Products, Lights & Constructions, Industrial Machinery, Parts & Raw Materials, Sports Supplies",Aaron Bao,Manager,"Room 1401,Unit 2 ,Building 7., No.12,Tian Yi Road, SHIJIAZHUANG CITY,HEBEI PROVINCE, CHINA",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Costol-Commodity-Co-Ltd/1S00OAT7M,,Chinese Mainland,,,xinning tu,Regional Manager,"Hanji Town, No.2 Jiayuan Road, Ecological Science and Technology New Town, Yangzhou City, Jiangsu Province, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liling-Huarui-Ceramic-Co-Ltd-/1X0AS963,,Chinese Mainland,,,- Zhang,,"10/F New South Bus Station Building, Zuoquan South Road, Xianyue Shan Street, Liling City, Hunan, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Linqu-Jinhao-Arts-Carfts-Co-Ltd-/1X09YSPZ,,Chinese Mainland,,"Festive Supplies, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Party Supplies, Stationery",Xuelian Cong,Manager,"Dongcheng Economic Development Zone, Linqu, Weifang, Shandong, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nanchang-Reginfield-Stationery-Co-Ltd-/1S00P0ECM,,Chinese Mainland,,,Niki -,,"3rd Floor, Building C, No.418, Qiyun Road, Lijiaqiao, Haishu District, Ningbo, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Beaut-Premium-International-Trade-Co-Ltd/1S00OFSWK,,Chinese Mainland,,,Richard Wong,Sales Director,315103 中國浙江省寧波市 高新區聚賢路555號5-1-1,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hoz-Trading-Co-Ltd/1S00O9LIX,,Chinese Mainland,,,Xuegui Zhang,,"Room 14-17 Building 35, No. 50/40, Huacheng Garden High-tech Zone Ningbo City Zhejian China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Luckstar-Stationery-Gifts-Co-Ltd/1S00OOLAL,,Chinese Mainland,,,- He,,"Rm12A07, No.1 Bldg, Shangdong Guoji, No.1926 Canghai Rd, Yinzhou District, Ningbo, Zhejiang, Mainland China 315041",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Morgiana-International-Trade-Co-Ltd/1S00OZ6V9,,Chinese Mainland,,,Tang Jacky Jacky,,"2F, Building 1, Sankari Garments Park, 688 Jinda R Yinzhou, Ningbo, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-PAJS-Imp-Exp-Co-Ltd-/1S00NTBNS,,Chinese Mainland,,"Homeware & Lifestyle Essentials, Stationery",Jenny Zhang,,"Building No. 31-2, No. 777 Qingfeng Road, Cicheng, Jiangbei, Ningbo, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Power-State-Enterprises-Co-Ltd/1S00OQ7CT,,Chinese Mainland,,"Hardwares (Tools & Parts), Home Appliances, Homeware & Lifestyle Essentials, Stationery",Audrey Liang,,529931 中國廣東省陽江市 陽東區東城鎮工業四區 裕東七路12號,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Sisor-Arts-Crafts-Co-Ltd-/1S00OOJ2B,,Chinese Mainland,,,Binran Zhang,,"97 Jinbian East Road, Cizao Town, Quanzhou, Fujian, 362200, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-D-Bag-House/1X08I2FF,Manufacturer,"West Bengal, India",,"Bags, Handbags & Accessories, Beauty Supplies, Health, Beauty and Baby Care",Mr Vijay Pincha,Properitor,"5, S.P. Mukherjee Road (Extn.), Belgharia, Kolkata 700056, India Kolkata",India,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanmen-Haina-Craft-Co-Ltd/1X0AOMKM,,Chinese Mainland,,"Gifts, Toys & Sports Supplies, Jewellery & Watch, Packaging & Displaying Materials",Bin Mei,,317100中國浙江省台州市三門 縣亭旁鎮工業園區,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Deqi-Paper-Co-Ltd/1S00OU4X5,,Chinese Mainland,,"Arts & Crafts, Gift Sets, Gifts / Souvenirs, Stationery",Manager Lin,,"No. 615, Lianying Road, Che Dun Zhen, Songjiang Distric, Shanghai, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Thousandshores-Technology-Co-Ltd/1X0AQPDK,,Chinese Mainland,,"Consumer Electronics, Telecommunication",Qingqing Feng,Sales Manager,"CHUANGYE 2nd RD, XINAN Street No.28, BAOAN DIS",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Youanhong-Technology-Co-Ltd/1S00OX594,,Chinese Mainland,,"Bags, Handbags & Accessories View details Factory & Facility",Ms Angela Lin,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sohai-Housewares-Co-Ltd-/1S00OL20Y,,Chinese Mainland,,,Mr Jiahui Wang,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Rongyi-Import-And-Export-Co-Ltd/1S00OOMOE,,Chinese Mainland,,,yilin jiang,GENERAL MANAGER,"3F Block 7, Tz Creative Zone, No729 Jingzhong Road Jiaojiang, Taizhou, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Taizhou-Zhicheng-Decoration-Lights-Co-Ltd/1S00OBW2Y,,Chinese Mainland,,,Judy Ru,,"No 3118, Haichang Road, Taizhou Bay New Area, Taizhou,Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Nana-Stationery-Co-Ltd/1S00OY6J9,,Chinese Mainland,,,- Su,,"No.6 Jinger Road, Tengjiao Town, Pingyang County, Wenzhou City, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Sinelabel-Stationery-Co-Ltd/1S00OTE3D,,Chinese Mainland,,,Lin,,325000 中國浙江省溫州市 龍港市佳宏路2-56號,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-XYBP-Cultural-Supplies-Co-Ltd/1S00OOONF,,Chinese Mainland,,,- Chen,,"No.Nange Road, Tengjiao Town, Pingyang County, Wenzhou City, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xinfu-Import-Export-Co-Ltd/1S00OC13Q,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",,Stationery,Ms sara pan,sales manager,"10Floor, 5nd Building, Guangfeng Industrial, Jiuwei Xincun, Xixiang, Bao'an, Shenzhen, Mainland China",Chinese Mainland,Worldwide,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yancheng-Senfu-Decorative-Carpet-Co-Ltd-/1S00OYYN5,,Chinese Mainland,,,YA QIAN,,"No. 8, Weisi Road, Gangzhong Sub-District Office, Yandu District, Yancheng, Jiangsu, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Henru-Imp-Exp-Co-Ltd-/1S00OY1PW,,Chinese Mainland,,,Kora Kora,,"Floor 3rd, Jinbi Mansion, Header Quarters Centre, Yongkang, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Qunhao-Industry-and-Trade-Co-Ltd-/1S00OXX8F,,Chinese Mainland,,,Weiji Ying,,"No, 66, Lane 797, Lantian Road, Yongkang City, Jinhua, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Sungi-Houseware-Co-Ltd-/1S00OJ9QL,,Chinese Mainland,,,Xia,,321300 中國浙江省金華市 永康古山工業區 世方西路243號,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Yejun-Technology-Co-Ltd-/1S00OZGRB,,Chinese Mainland,,,Gao Gao,,"14th Floor, Jinmao Building, Dongcheng Street, Headquarters Center, Jinhua City, Zhejiang Province, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Anyou-Manufacturing-Cans-Co-Ltd/1S00P0E71,,Chinese Mainland,,,- Hu,,"No.488,1 Building, Huabao Street, Qianyuan Town, Deqing Count, Huzhou, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Bowen-Stationery-Co-Ltd-/1X0933XU,,Chinese Mainland,,"Gifts, Toys & Sports Supplies, Stationery",- Shi,,"Linjia Industrial Zone, Jinqing Twon, Taizhou, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Changyi-Plastic-Industry-Co-Ltd/1S00ONHDG,,Chinese Mainland,,,Nvshi Gong,,318000 中國浙江省台州市 臨海市沿江鎮亭山村,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Fengyiyuan-Industrial-Co-Ltd/1S00OZBQJ,,Chinese Mainland,,,- Chen,,"No.66 Damaiwu Er Road, Xinwo, Panan, Jinhua, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-HITREE-LEISURE-PRODUCTS-CO-LTD/1S00OWP18,,Chinese Mainland,,,Mr - Li,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Hongtai-Kitchenware-Co-Ltd/1S00OAICI,,Chinese Mainland,,Homeware & Lifestyle Essentials,- Chen,,"Quaner Village, Quanxi Town, Wuyi City, Jinhua, Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Share-Mine-Culture-Products-Co-Ltd/1S00O9BV4,,Chinese Mainland,,"Gift Sets, Gifts / Souvenirs, Stationery",NVMEI XU,Sales Manager,"No.68, Dashi Road, Fotang Town, Yiwu,Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Hongda-Xuguang-Co-Ltd/1X0A1HWP,,Chinese Mainland,,"Gifts / Souvenirs, Home Products, Lights & Constructions",Tao Lu,Manager,"Room 518,B Tower,new Era Business Centre,No. 145,z",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ADOMAX-TECHNOLOGY-CO-LTD/1S00O70QU,,Taiwan,,"Consumer Electronics, Home Appliances, Homeware & Lifestyle Essentials View details Factory & Facility",Ms Irene Chai,,,Taiwan,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Kangsen-Toys-Import-Export-Co-Ltd-/1S00OX3GL,Manufacturer,"Chuzhou, Anhui, Chinese Mainland",,,Miss Jessie Ma,,"Fusheng Industrial Park, Yeshan Town, Tianchang City, Chuzhou 239300, Anhui",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Asny-Gifts-Co-Ltd/1S00OOW4S,,Chinese Mainland,,,Peizhi Wang,,"Room 301, No. 4 Fanmo Second Road, Wanjiang Street, Dongguan City, Guangdong Province, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Asya-Promotion-Ltd-Sti-/1S00OBTXG,,Turkiye,,"Automobile Parts & Accessories, Consumer Electronics, Gifts / Souvenirs",Sema Gultekin,Export Manager,"Mahmutbey Merkez Mah. Devekaldirim, Cad. 2626. Sok. No:3, 34218 Bagcilar - Istanbul, Turkey",Turkiye,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Atop-Import-Export-Trading-Co-Ltd-/1S00OW3FO,,Chinese Mainland,,"Beauty Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Personal Care",Lyn Li,,361006 中國福建省廈門市 嘉禾路803號 優美工業園,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Baixianghui-Shanghai-Arts-Crafts-Co-Ltd/1S00OOMXN,,Chinese Mainland,,"Gift Sets, Gifts / Souvenirs, Homeware & Lifestyle Essentials",Xiulin Liang,,"2nd Floor, Building 6, No. 51, Lane 151, Jianlan Road, Malu Town, Jiading District, Shanghai, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Big-Champ-Industry-And-Trade-Sdn-Bhd-/1S00P1O19,,Chinese Mainland,,,Rongyan Zhou,,"No. 3F, Huacheng international Building, No. 611 Qingshuiqiao Road, Ningbo Hi-Tech Zone,Zhejiang, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BOB-PROMOTION-GIFT-CO-LIMITED/1S00OC2Z1,,Chinese Mainland,,"Awards, Gifts / Souvenirs",Dr Billy Mr,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Casun-Technologies-Co-Ltd/1S00OY6HF,,Chinese Mainland,,,Kevin Guan,Manager,"Room 1205, 12/F., Block A, ZhongShan ChuangYiGang, No.25, GangYi Road, ZhongShan Torch Hi-Tech Indus Development Zone, ZhongShan City, Guangdong, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changsha-Homestar-Imp-Exp-Co-Ltd/1X0AQB6X,,Chinese Mainland,,,Zhu Xuan,Director,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Borun-International-Trading-Co-Ltd-/1S00P2S9H,Exporter,"Ningbo, Zhejiang, Chinese Mainland",,,Mr Leo Li,,"16Th Floor Building 1,Wan You Yin Lin Da Sha No.8, Sishan Road, Hushan Street, Cixi, Ningbo, Zhejiang, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Colorful-View-Co-Ltd/1X00OHJ2,"Exporter, Manufacturer","Taoyuan City, Taiwan",2016,"Educational Toys, Festive Supplies, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Party Supplies, Stationery",Ms Aileen Tsai,Manager,"4F, No.66-8 , Sec 2, Nan Kan Rd, Lu Ju District Taoyuan City 33855, Taiwan.",Taiwan,"Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Western Europe",26 - 50,"US$ 500,000 - 999,999",N/A ODM OEM View details Factory & Facility Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DAMEI-Plastic-Co-Ltd-/1S00OM3L6,,Chinese Mainland,,Homeware & Lifestyle Essentials,Peixin He,Manager,"Longxin Second Street, No.4., Longxin West 2nd Street, Shantou, Guangdong, 515041, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DATAplus-Supplies-Inc/1X097Y51,"Exporter, Manufacturer","Taipei City, Taiwan",,"Bags, Handbags & Accessories, Consumer Electronics, Gifts, Toys & Sports Supplies, Telecommunication",Ms Jocelyn Hou,,"9F No.279, Hsin Yi Road, Sec 4, Taipei, Taiwan",Taiwan,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dehua-Meichang-Art-Crafts-Co-Ltd-/1X0ADV96,,Chinese Mainland,,"Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",Tracy -,,"Jiachang Factory, Baomei Industrial Area, Longxun Town, Dehua, Quanzhou, Fujian, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zibo-Dexing-Industries-Co-Ltd-/1S00OOWC4,,Chinese Mainland,,Party Supplies,Maureen Mu,,"No. 8, Shihua Nan Road, Zibo, Shandong, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dezhou-Tianyi-Import-and-Export-Trade-Co-Ltd/1S00OZ75E,,Chinese Mainland,,,- guo,,"Xinxing International 8th Floor, Dezhou City, Shandong, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Aenuo-Leatherware-Handbags-Co-Ltd-/1S00OBRJO,,Chinese Mainland,,Stationery,Eade Yi,Saleswoman,"No. 1 Industrial Park, Qishi Town, Dongguan City, Guangdong Province, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-City-B-Wonderful-PackagingManufacturing-Co-Ltd-/1S00OU4EQ,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",,"Gift Packaging, Gifts / Souvenirs",Dr yang xiansheng,,"Room 101, Building 7 No. 1576 Meiling West Road, Dalang Tow Dongguan, Guangdong Mainland China",Chinese Mainland,Worldwide,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Taiyao-Hardware-Products-Co-Ltd/1X08Z9YB,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland",,"Awards, Gifts / Souvenirs, Gifts, Toys & Sports Supplies",XiaoJie Mao,,"Dongshan Industrial City, South Side, Xiegang Town, Dongguan, Guangdong, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Easypromote-Industrial-Limited/1S00P0BMV,,Chinese Mainland,,,Jacket -,,"Building 2, Dongming Building, Yijing Road, Houjie, Dongguan, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Ervan-Daily-Necessities-Co-Ltd/1S00OOW2Y,,Chinese Mainland,,,Ganghao He,,"Room 101, Building 2, No. 66, Xiegang Xincheng Second Road, Xiegang Town, Dongguan City, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Flowell-Ribbon-Co-Ltd/1S00OWW6M,,Chinese Mainland,,"Fashion Accessories, Festive Supplies, Gifts / Souvenirs, Party Supplies, Printed Matters, Stationery View details Factory & Facility",Miss Nancy Zou,,,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Fukai-Crafts-Co-Ltd/1S00OZC2I,,Chinese Mainland,,"Gift Sets, Homeware & Lifestyle Essentials",James Liu,,523000 中國廣東省東莞市 樟木頭鎮銀洋工業二街二巷2號,Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Grand-Fly-Display-Ltd-/1S00OOJ38,,Chinese Mainland,,"Furniture & Parts, Gift Packaging, Paper Packaging",Kelly,CEO,"No.9 Jinfu 2nd Road, Liaobu Town, Dongguan City, Guangdong 523406, China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Haocai-Arts-And-Crafts-Co-ltd/1S00OAW6M,,Chinese Mainland,,,Ziping Du,general manager,"206, Building 1, No. 58, Xingfu Road, Liaobu Town, Dongguan, Mainland China",Chinese Mainland,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Hundred-Gifts-Co-Ltd/1S00OY5NY,,Chinese Mainland,,Gifts / Souvenirs,Lydia Miao,,"Room 201, Building 1, No.3,Xinwei Industrial Zone, Hanxishui Village, Chashan Town, Dongguan City, Guangdong, China",Chinese Mainland,,,,
