,ref,department,description,awardee,award_date,sum,period,url,start,end
691,2370EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of Hong Kong Police Force,Thorn Security (Hong Kong) Limited,2016-12-01 00:00:00,Thorn Security (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
692,1965EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Escalator Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of FT15E),Holake Hong Kong Lifts Limited,2016-12-01 00:00:00,Holake Hong Kong Lifts Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
693,1654EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package One of SA15),Shan On Engineering Company Limited,2016-12-01 00:00:00,Shan On Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
694,1816EM16W,Electrical and Mechanical Services Department,Replacement of Air-Cooled Chillers and Associated Accessories at Luen Wo Hui Municipal Services Building,Quad-Tech Engineering (H.K.) Company Limited,2016-11-01 00:00:00,Quad-Tech Engineering (H.K.) Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
695,2402EM15T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Health Sector Division, Municipal Sector Division and Transportation, Security and Central Services Division - Package 2A)",Chubb Hong Kong Limited,2016-11-01 00:00:00,Chubb Hong Kong Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
696,1043EM16W,Electrical and Mechanical Services Department,Retrofitting of Calorifiers at Tseung Kwan O Hospital,"Tai Ah Engineering Company, Limited",2016-11-01 00:00:00,"Tai Ah Engineering Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
697,1355EM15T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation & Air-conditioning Installations at Unattended Municipal Venues in the New Territories East",Alliance Contracting Company Limited,2016-11-01 00:00:00,Alliance Contracting Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
698,1036EM16T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation & Air-conditioning Installations at Unattended Municipal Venues in the New Territories West",Dah Chong Hong (Engineering) Limited,2016-11-01 00:00:00,Dah Chong Hong (Engineering) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
699,2150EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair for Gondola Installation for Venues in Hong Kong Region Maintained by General Engineering Services Division and Venues Maintained by Airport & Vehicle Engineering Division of the Government of the HKSAR,Jebsen and Company Limited,2016-11-01 00:00:00,Jebsen and Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
700,2120EM15T,Electrical and Mechanical Services Department,"Annual Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in New Territories West Region",Yordland Engineering Limited,2016-10-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
701,1862EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Uninterruptible Power Supply (UPS) Systems at Various Government Venues (Phase 2),Astrid Electronics HK Limited,2016-10-01 00:00:00,Astrid Electronics HK Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
702,2537EM14T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance of Medical Gas Pipeline Systems,Linde HKO Limited,2016-10-01 00:00:00,Linde HKO Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
703,1037EM13W,Electrical and Mechanical Services Department,Supply and Installation of “Stop-and-go” e-Payment System at Government Tolled Tunnels and Roads,KML Engineering Limited,2016-10-01 00:00:00,KML Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
704,EMSD P/5-10/13 Pt. XIX,Electrical and Mechanical Services Department,Provision of Services of Temporary Clerks for the Electrical and Mechanical Services Department,Seanew Business Consultant Limited,2016-09-01 00:00:00,Seanew Business Consultant Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
705,2218EM15T,Electrical and Mechanical Services Department,Triennial Contract for Maintenance of Air-conditioning and other Installations at Attended Municipal Venues in New Territories,Alliance Contracting Company Limited,2016-09-01 00:00:00,Alliance Contracting Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
706,1701EM16T,Electrical and Mechanical Services Department,Biennial Term Contract for Supply and Installation of Closed Circuit Television Systems for Various Departments of the Government of the Hong Kong Special Administrative Region in the New Territories and Islands Regions,Shun Tung Electric Company Limited,2016-09-01 00:00:00,Shun Tung Electric Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
707,1894EM15W,Electrical and Mechanical Services Department,Replacement of Stage Automation System at the Auditorium of Kwai Tsing Theatre,SBS Bühnentechnik GmbH,2016-08-01 00:00:00,SBS Bühnentechnik GmbH,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
708,2664EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Electrical and Mechanical Installations at Hong Kong Wetland Park,Westco Airconditioning Limited,2016-08-01 00:00:00,Westco Airconditioning Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
709,2663EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of the Government of the Hong Kong Special Administrative Region – Package 6,G4S Security Systems (Hong Kong) Limited,2016-08-01 00:00:00,G4S Security Systems (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
710,2645EM15W,Electrical and Mechanical Services Department,Bulk Replacement of Air-cooled Chillers in Hospital Authority Venues (Batch 2),The Jardine Engineering Corporation Limited,2016-08-01 00:00:00,The Jardine Engineering Corporation Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
711,2180EM14T,Electrical and Mechanical Services Department,Triennial Term Contract for the Maintenance and Repair of Burglar Alarm and Security Installations at Various Premises of the Government of the Hong Kong Special Administrative Region – Package 3,G4S Security Systems (Hong Kong) Limited,2016-07-01 00:00:00,G4S Security Systems (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
712,1368EM15T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance and Repair of, Alterations and Additions to, Fire Service Installations for Venues of Transport Department, Highways Department and Drainage Services Department",Windmill Engineering Company Limited,2016-07-01 00:00:00,Windmill Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
713,1190EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for Maintenance of Pumping Installations for Hong Kong Police Force and Independent Commission Against Corruption,Japco Auto Equipment & Engineering Company Limited,2016-07-01 00:00:00,Japco Auto Equipment & Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
714,1425EM16W,Electrical and Mechanical Services Department,Replacement and Upgrading Works of Diesel Generator Sets and Associated Systems for the East Block of Pamela Youde Nethersole Eastern Hospital,The China Engineers Limited,2016-07-01 00:00:00,The China Engineers Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
715,2121EM15T,Electrical and Mechanical Services Department,Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package Two of SC15),Schindler Lifts (Hong Kong) Limited,2016-07-01 00:00:00,Schindler Lifts (Hong Kong) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
716,1156EM15T,Electrical and Mechanical Services Department,"Triennial Term Contract for Maintenance of Heating, Ventilation and Air-conditioning Installations for Health Sector Venues in Hong Kong Region and Outlying Islands",Yordland Engineering Limited,2016-06-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
717,1608EM15T,Electrical and Mechanical Services Department,Biennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region and Hospital Authority (Package One of AE15),Anlev Elex Elevator Limited,2016-06-01 00:00:00,Anlev Elex Elevator Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
718,1797EM15T,Electrical and Mechanical Services Department,"Thirty-month Term Contract for Electrical Works for Change of Tenancy in Government Quarters in the Hong Kong Island, Kowloon & New Territories","Wenden Engineering Service Company, Limited",2016-06-01 00:00:00,"Wenden Engineering Service Company, Limited",,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
719,1364EM15T,Electrical and Mechanical Services Department,"Quadrennial Term Contract for Provision of Maintenance and Modification Works of Traffic Control and Surveillance System for Hong Kong – Shenzhen Western Corridor, Deep Bay Link and Yuen Long Highway",Win Promise Limited,2016-06-01 00:00:00,Win Promise Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
